0.000000000	0
0.011609977	3
0.023219954	68
0.034829931	212
0.046439909	198
0.058049886	185
0.069659863	225
0.081269841	231
0.092879818	228
0.104489795	256
0.116099773	248
0.127709750	176
0.139319727	205
0.150929705	244
0.162539682	213
0.174149659	218
0.185759637	225
0.197369614	307
0.208979591	376
0.220589569	415
0.232199546	187
0.243809523	224
0.255419501	203
0.267029478	200
0.278639455	209
0.290249433	201
0.301859410	180
0.313469387	199
0.325079365	182
0.336689342	205
0.348299319	183
0.359909297	239
0.371519274	205
0.383129251	219
0.394739229	215
0.406349206	259
0.417959183	471
0.429569160	420
0.441179138	177
0.452789115	229
0.464399092	224
0.476009070	247
0.487619047	204
0.499229024	200
0.510839002	225
0.522448979	230
0.534058956	192
0.545668934	213
0.557278911	223
0.568888888	217
0.580498866	215
0.592108843	240
0.603718820	225
0.615328798	241
0.626938775	288
0.638548752	472
0.650158730	355
0.661768707	176
0.673378684	215
0.684988662	231
0.696598639	190
0.708208616	193
0.719818594	207
0.731428571	166
0.743038548	233
0.754648526	217
0.766258503	230
0.777868480	231
0.789478458	226
0.801088435	218
0.812698412	236
0.824308390	303
0.835918367	376
0.847528344	394
0.859138321	259
0.870748299	259
0.882358276	205
0.893968253	171
0.905578231	194
0.917188208	196
0.928798185	197
0.940408163	208
0.952018140	210
0.963628117	227
0.975238095	202
0.986848072	230
0.998458049	208
1.010068027	239
1.021678004	282
1.033287981	218
1.044897959	319
1.056507936	474
1.068117913	454
1.079727891	187
1.091337868	286
1.102947845	241
1.114557823	197
1.126167800	213
1.137777777	172
1.149387755	207
1.160997732	177
1.172607709	196
1.184217687	189
1.195827664	215
1.207437641	202
1.219047619	242
1.230657596	218
1.242267573	226
1.253877551	239
1.265487528	443
1.277097505	426
1.288707482	275
1.300317460	223
1.311927437	228
1.323537414	229
1.335147392	197
1.346757369	209
1.358367346	193
1.369977324	216
1.381587301	209
1.393197278	210
1.404807256	208
1.416417233	196
1.428027210	203
1.439637188	254
1.451247165	230
1.462857142	273
1.474467120	426
1.486077097	367
1.497687074	287
1.509297052	228
1.520907029	202
1.532517006	218
1.544126984	204
1.555736961	172
1.567346938	179
1.578956916	186
1.590566893	225
1.602176870	188
1.613786848	260
1.625396825	223
1.637006802	241
1.648616780	282
1.660226757	239
1.671836734	262
1.683446712	268
1.695056689	426
1.706666666	396
1.718276643	140
1.729886621	227
1.741496598	194
1.753106575	218
1.764716553	265
1.776326530	188
1.787936507	232
1.799546485	248
1.811156462	223
1.822766439	216
1.834376417	218
1.845986394	240
1.857596371	210
1.869206349	217
1.880816326	263
1.892426303	405
1.904036281	394
1.915646258	316
1.927256235	275
1.938866213	236
1.950476190	229
1.962086167	204
1.973696145	202
1.985306122	177
1.996916099	185
2.008526077	171
2.020136054	199
2.031746031	191
2.043356009	210
2.054965986	213
2.066575963	234
2.078185941	231
2.089795918	262
2.101405895	325
2.113015873	476
2.124625850	446
2.136235827	221
2.147845804	232
2.159455782	270
2.171065759	210
2.182675736	188
2.194285714	241
2.205895691	217
2.217505668	199
2.229115646	210
2.240725623	244
2.252335600	196
2.263945578	229
2.275555555	193
2.287165532	253
2.298775510	243
2.310385487	259
2.321995464	393
2.333605442	493
2.345215419	166
2.356825396	179
2.368435374	216
2.380045351	221
2.391655328	181
2.403265306	198
2.414875283	173
2.426485260	206
2.438095238	229
2.449705215	184
2.461315192	234
2.472925170	224
2.484535147	232
2.496145124	248
2.507755102	258
2.519365079	401
2.530975056	358
2.542585034	283
2.554195011	325
2.565804988	240
2.577414965	224
2.589024943	202
2.600634920	201
2.612244897	169
2.623854875	188
2.635464852	213
2.647074829	201
2.658684807	201
2.670294784	225
2.681904761	225
2.693514739	221
2.705124716	234
2.716734693	262
2.728344671	274
2.739954648	343
2.751564625	499
2.763174603	388
2.774784580	205
2.786394557	266
2.798004535	200
2.809614512	184
2.821224489	212
2.832834467	183
2.844444444	185
2.856054421	190
2.867664399	187
2.879274376	212
2.890884353	215
2.902494331	207
2.914104308	226
2.925714285	251
2.937324263	315
2.948934240	419
2.960544217	424
2.972154195	322
2.983764172	269
2.995374149	255
3.006984126	215
3.018594104	258
3.030204081	246
3.041814058	215
3.053424036	220
3.065034013	227
3.076643990	218
3.088253968	259
3.099863945	243
3.111473922	274
3.123083900	224
3.134693877	230
3.146303854	186
3.157913832	238
3.169523809	382
3.181133786	422
3.192743764	223
3.204353741	215
3.215963718	213
3.227573696	159
3.239183673	178
3.250793650	199
3.262403628	191
3.274013605	195
3.285623582	210
3.297233560	212
3.308843537	245
3.320453514	226
3.332063492	229
3.343673469	268
3.355283446	220
3.366893424	347
3.378503401	416
3.390113378	469
3.401723356	104
3.413333333	209
3.424943310	205
3.436553287	188
3.448163265	214
3.459773242	225
3.471383219	212
3.482993197	262
3.494603174	237
3.506213151	215
3.517823129	197
3.529433106	230
3.541043083	216
3.552653061	199
3.564263038	181
3.575873015	296
3.587482993	295
3.599092970	433
3.610702947	301
3.622312925	260
3.633922902	233
3.645532879	223
3.657142857	209
3.668752834	198
3.680362811	199
3.691972789	202
3.703582766	165
3.715192743	209
3.726802721	173
3.738412698	210
3.750022675	221
3.761632653	194
3.773242630	206
3.784852607	326
3.796462585	444
3.808072562	449
3.819682539	277
3.831292517	277
3.842902494	219
3.854512471	231
3.866122448	213
3.877732426	223
3.889342403	202
